PRICE , TIME 
2479.0,09:26:07
2479.0,09:26:10
2479.0,09:26:13
2479.0,09:26:16
2479.0,09:26:19
2479.0,09:26:22
2479.0,09:26:25
2479.0,09:26:28
2479.0,09:26:31
2479.0,09:26:34
2479.0,09:26:37
2479.0,09:26:40
2479.0,09:26:43
2479.0,09:26:46
2479.0,09:26:49
2479.0,09:26:52
2479.0,09:26:55
2479.0,09:26:58
2479.0,09:27:01
2479.0,09:27:04
2479.0,09:27:07
2479.0,09:27:10
2479.0,09:27:13
2479.0,09:27:16
2479.0,09:27:19
2479.0,09:27:22
2479.0,09:27:25
2479.0,09:27:28
2479.0,09:27:31
2479.0,09:27:34
2479.0,09:27:37
2479.0,09:27:40
2479.0,09:27:43
2479.0,09:27:46
2479.0,09:27:49
2479.0,09:27:52
2479.0,09:27:55
2479.0,09:27:58
2479.0,09:28:01
2479.0,09:28:04
2479.0,09:28:07
2479.0,09:28:10
2479.0,09:28:13
2479.0,09:28:16
2479.0,09:28:19
2479.0,09:28:22
2479.0,09:28:25
2479.0,09:28:28
2479.0,09:28:31
2479.0,09:28:34
2479.0,09:28:37
2479.0,09:28:40
2479.0,09:28:43
2479.0,09:28:46
2479.0,09:28:49
2479.0,09:28:52
2479.0,09:28:55
2479.0,09:28:58
2479.0,09:29:01
2479.0,09:29:04
2479.0,09:29:07
2479.0,09:29:10
2479.0,09:29:13
2479.0,09:29:16
2479.0,09:29:19
2479.0,09:29:22
2479.0,09:29:25
2479.0,09:29:28
2479.0,09:29:31
2479.0,09:29:34
2479.0,09:29:37
2479.0,09:29:40
2479.0,09:29:43
2479.0,09:29:46
2479.0,09:29:49
2479.0,09:29:52
2479.0,09:29:55
2479.0,09:29:58
2479.0,09:30:01
2479.0,09:30:04
2479.0,09:30:07
2479.0,09:30:10
2479.0,09:30:13
2479.0,09:30:16
2479.0,09:30:19
2479.0,09:30:22
2479.0,09:30:25
2479.0,09:30:28
2479.0,09:30:31
2479.0,09:30:34
2479.0,09:30:37
2479.0,09:30:40
2479.0,09:30:43
2479.0,09:30:46
2479.0,09:30:49
2479.0,09:30:52
2479.0,09:30:55
2479.0,09:30:58
2479.0,09:31:01
2479.0,09:31:04
2479.0,09:31:07
2479.0,09:31:10
2479.0,09:31:13
2479.0,09:31:16
