PRICE , TIME 
2488.1,09:07:10
2488.1,09:07:15
2488.1,09:07:20
2488.1,09:07:26
2488.1,09:07:31
2488.1,09:07:36
2488.1,09:07:41
2488.1,09:07:46
2488.1,09:07:51
2488.1,09:07:57
2488.1,09:08:02
2488.1,09:08:07
2488.1,09:08:12
2488.1,09:08:17
2488.1,09:08:23
2488.1,09:08:28
2488.1,09:08:33
2488.1,09:08:38
2488.1,09:08:43
2488.1,09:08:48
2488.1,09:08:54
2488.1,09:08:59
2488.1,09:09:04
2488.1,09:09:09
2488.1,09:09:14
2488.1,09:09:19
2488.1,09:09:24
2488.1,09:09:30
2488.1,09:09:35
2488.1,09:09:40
2488.1,09:09:45
2488.1,09:09:50
2488.1,09:09:55
2488.1,09:10:01
2488.1,09:10:06
2488.1,09:10:11
2488.1,09:10:16
2488.1,09:10:21
2488.1,09:10:26
2488.1,09:10:32
2488.1,09:10:37
2488.1,09:10:42
2488.1,09:10:47
2488.1,09:10:52
2488.1,09:10:57
2488.1,09:11:03
2488.1,09:11:08
2488.1,09:11:13
2488.1,09:11:18
2488.1,09:11:23
2488.1,09:11:28
2488.1,09:11:34
2488.1,09:11:39
2488.1,09:11:44
2488.1,09:11:49
2488.1,09:11:54
2488.1,09:11:59
2488.1,09:12:04
2488.1,09:12:10
2488.1,09:12:15
2488.1,09:12:20
2488.1,09:12:25
2488.1,09:12:30
2488.1,09:12:36
2488.1,09:12:41
2488.1,09:12:46
2488.1,09:12:51
2488.1,09:12:56
2488.1,09:13:02
2488.1,09:13:07
2488.1,09:13:12
2488.1,09:13:17
2488.1,09:13:22
2488.1,09:13:27
2488.1,09:13:33
2488.1,09:13:38
2488.1,09:13:43
2488.1,09:13:48
2488.1,09:13:53
2488.1,09:13:58
2488.1,09:14:04
2488.1,09:14:09
2488.1,09:14:14
2488.1,09:14:19
2488.1,09:14:24
2488.1,09:14:29
2488.1,09:14:34
2488.1,09:14:40
2488.1,09:14:45
2488.1,09:14:50
2488.1,09:14:55
2488.1,09:15:00
2488.1,09:15:05
2488.1,09:15:11
2488.1,09:15:16
2488.1,09:15:21
